1.6173378	GBP	2005-07-01	1.6173378
1.621797	GBP	2005-07-02	1.6228497
1.6244315	GBP	2005-07-03	1.6225864
1.6225864	GBP	2005-07-04	1.6236402
1.6168149	GBP	2005-07-05	1.6165535
1.6183848	GBP	2005-07-06	1.6199579
1.6189089	GBP	2005-07-07	1.6183848
1.6204829	GBP	2005-07-08	1.6225864
1.6236402	GBP	2005-07-09	1.6225864
1.615248	GBP	2005-07-10	1.6157699
1.6123831	GBP	2005-07-11	1.6103059
1.6108247	GBP	2005-07-12	1.6129032
1.6048788	GBP	2005-07-13	1.6046213
1.6053941	GBP	2005-07-14	1.6059097
1.6030779	GBP	2005-07-15	1.601794
1.5984654	GBP	2005-07-16	1.6007683
1.5994881	GBP	2005-07-17	1.5984654
1.5989766	GBP	2005-07-18	1.6005121
1.6005121	GBP	2005-07-19	1.5989766
1.6005121	GBP	2005-07-20	1.601281
1.601281	GBP	2005-07-21	1.5997441
1.6100467	GBP	2005-07-22	1.6126431
1.6236402	GBP	2005-07-23	1.6225864
1.6262807	GBP	2005-07-24	1.6286645
1.6244315	GBP	2005-07-25	1.6239039
1.6231132	GBP	2005-07-26	1.6236402
1.621797	GBP	2005-07-27	1.6210083
1.6212711	GBP	2005-07-28	1.6236402
1.6233766	GBP	2005-07-29	1.6228497
1.6155089	GBP	2005-07-30	1.6157699
1.6061677	GBP	2005-07-31	1.6059097
1.6134237	GBP	2005-08-01	1.6157699
1.6116035	GBP	2005-08-02	1.6103059
1.6048788	GBP	2005-08-03	1.6061677
1.6056519	GBP	2005-08-04	1.6051364
1.6064258	GBP	2005-08-05	1.607717
1.6097875	GBP	2005-08-06	1.6087517
1.6103059	GBP	2005-08-07	1.6113439
1.6100467	GBP	2005-08-08	1.6097875
1.6175995	GBP	2005-08-09	1.6186469
1.6181229	GBP	2005-08-10	1.6157699
1.615248	GBP	2005-08-11	1.6155089
1.6149871	GBP	2005-08-12	1.6131635
1.6149871	GBP	2005-08-13	1.6173378
1.614205	GBP	2005-08-14	1.6129032
1.6165535	GBP	2005-08-15	1.6175995
1.6165535	GBP	2005-08-16	1.6147263
1.6178612	GBP	2005-08-17	1.6194332
1.6168149	GBP	2005-08-18	1.6157699
1.6168149	GBP	2005-08-19	1.6175995
1.6369292	GBP	2005-08-20	1.6345211
1.6355904	GBP	2005-08-21	1.6374652
1.641497	GBP	2005-08-22	1.64042
1.6460905	GBP	2005-08-23	1.6460905
1.6380017	GBP	2005-08-24	1.6363934
1.6393442	GBP	2005-08-25	1.639613
1.639613	GBP	2005-08-26	1.63827
1.6363934	GBP	2005-08-27	1.63827
1.647718	GBP	2005-08-28	1.6471751
1.6474465	GBP	2005-08-29	1.6488047
1.6460905	GBP	2005-08-30	1.6458197
1.634254	GBP	2005-08-31	1.6353229
1.6350555	GBP	2005-09-01	1.6345211
1.6350555	GBP	2005-09-02	1.6369292
1.6318538	GBP	2005-09-03	1.6318538
1.6369292	GBP	2005-09-04	1.6388069
1.6436555	GBP	2005-09-05	1.641497
1.6539861	GBP	2005-09-06	1.6553551
1.6488047	GBP	2005-09-07	1.6474465
1.6488047	GBP	2005-09-08	1.6496205
1.6488047	GBP	2005-09-09	1.647718
1.6509824	GBP	2005-09-10	1.6518005
1.6447369	GBP	2005-09-11	1.6431154
1.6388069	GBP	2005-09-12	1.639882
